Nr.   Classes Functions      NCSS  Javadocs Package
 836    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.pause()
 837    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.isPaused()
 838    1   1    1 com.becker.game.twoplayer.common.TwoPlayerControllerInterface.requestComputerMove(boolean)
 839    1   1    1 com.becker.game.twoplayer.common.TwoPlayerMove.TwoPlayerMove()
 840   12   2    1 com.becker.game.twoplayer.common.TwoPlayerMove.TwoPlayerMove(int,int,double,int,GamePiece)
 841    2   1    1 com.becker.game.twoplayer.common.TwoPlayerMove.createMove(int,int,double,int,GamePiece)
 842    6   1    1 com.becker.game.twoplayer.common.TwoPlayerMove.copy()
 843    2   1    0 com.becker.game.twoplayer.common.TwoPlayerMove.getToRow()
 844    2   1    0 com.becker.game.twoplayer.common.TwoPlayerMove.getToCol()
 845    2   1    1 com.becker.game.twoplayer.common.TwoPlayerMove.equals(Object)
 846    2   1    1 com.becker.game.twoplayer.common.TwoPlayerMove.isPassingMove()
 847    3   1    1 com.becker.game.twoplayer.common.TwoPlayerMove.getSGFRepresentation()
 848   13   4    0 com.becker.game.twoplayer.common.TwoPlayerMove.toString()
 849    1   1    1 com.becker.game.twoplayer.common.TwoPlayerViewerCallbackInterface.computerMoved(Move)
 850    1   1    1 com.becker.game.twoplayer.common.TwoPlayerViewerCallbackInterface.showComputerVsComputerGame()
 851    1   1    1 com.becker.game.twoplayer.common.TwoPlayerViewerCallbackInterface.step()
 852    1   1    1 com.becker.game.twoplayer.common.TwoPlayerViewerCallbackInterface.continueProcessing()
 853    9   2    0 com.becker.game.twoplayer.common.ui.EditWeightsDialog.EditWeightsDialog(Frame,ParameterArray,GameWeights)
 854   24   1    0 com.becker.game.twoplayer.common.ui.EditWeightsDialog.initGUI()
 855   22   2    0 com.becker.game.twoplayer.common.ui.EditWeightsDialog.createWeightsPanel(ParameterArray)
 856    4   2    0 com.becker.game.twoplayer.common.ui.EditWeightsDialog.processWindowEvent(WindowEvent)
 857   15   5    0 com.becker.game.twoplayer.common.ui.EditWeightsDialog.ok()
 858    2   1    0 com.becker.game.twoplayer.common.ui.EditWeightsDialog.cancel()
 859    8   3    0 com.becker.game.twoplayer.common.ui.EditWeightsDialog.actionPerformed(ActionEvent)
 860    3   1    0 com.becker.game.twoplayer.common.ui.GameTreeCellRenderer.GameTreeCellRenderer(ColorMap)
 861    4   1    0 com.becker.game.twoplayer.common.ui.GameTreeCellRenderer.GameTreeCellRenderer(Color,Color)
 862   11   1    0 com.becker.game.twoplayer.common.ui.GameTreeCellRenderer.commonInit()
 863    9   1    0 com.becker.game.twoplayer.common.ui.GameTreeCellRenderer.getTreeCellRendererComponent(JTree,Object,boolean,boolean,boolean,int,boolean)
 864    8   5    0 com.becker.game.twoplayer.common.ui.GameTreeCellRenderer.getFGColor(Object)
 865   19   5    0 com.becker.game.twoplayer.common.ui.GameTreeCellRenderer.getBGColor(Object)
 866    6   3    0 com.becker.game.twoplayer.common.ui.GameTreeCellRenderer.getPieceColor(Object)
 867   14   3    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.GameTreeDialog(JFrame,TwoPlayerBoardViewer)
 868    5   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.initColormap()
 869   48   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.initUI()
 870    7   2    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.reset()
 871    2   1    0 com.becker.game.twoplayer.common.ui.GameTreeDialog.getRootNode()
 872    3   1    0 com.becker.game.twoplayer.common.ui.GameTreeDialog.treeExpanded(TreeExpansionEvent)
 873    3   1    0 com.becker.game.twoplayer.common.ui.GameTreeDialog.treeCollapsed(TreeExpansionEvent)
 874    8   4    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.gameChanged(GameChangedEvent)
 875    8   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.showCurrentGameTree()
 876   11   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.createTree(SearchTreeNode)
 877   47  13    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.selectCallback(MouseEvent)
 878    7   2    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.setMoveSequence(java.util.List)
 879    6   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.pause()
 880    3   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.step()
 881    6   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.continueProcessing()
 882   12   4    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.actionPerformed(ActionEvent)
 883    1   1    0 com.becker.game.twoplayer.common.ui.GameTreeDialog.mouseDragged(MouseEvent)
 884    2   1    0 com.becker.game.twoplayer.common.ui.GameTreeDialog.mouseMoved(MouseEvent)
 885    3   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.refresh()
 886    4   2    0 com.becker.game.twoplayer.common.ui.GameTreeDialog.processWindowEvent(WindowEvent)
 887    3   1    1 com.becker.game.twoplayer.common.ui.GameTreeDialog.close()
 888    3   1    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.GameTreeViewer(SearchTreeNode,int,ColorMap)
 889    7   2    0 com.becker.game.twoplayer.common.ui.GameTreeViewer.setRoot(SearchTreeNode,int)
 890    3   1    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.refresh()
 891    3   1    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.setBackground(Color)
 892   17   5    0 com.becker.game.twoplayer.common.ui.GameTreeViewer.initializeTreeStats(SearchTreeNode,int)
 893    1   1    0 com.becker.game.twoplayer.common.ui.GameTreeViewer.mouseMoved(MouseEvent)
 894    1   1    0 com.becker.game.twoplayer.common.ui.GameTreeViewer.mouseDragged(MouseEvent)
 895    9   2    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.highlightPath(TreePath)
 896   12   2    0 com.becker.game.twoplayer.common.ui.GameTreeViewer.highlight(TreePath,Graphics2D)
 897   16   3    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.drawNode(SearchTreeNode,int,int,Graphics2D)
 898    9   3    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.drawArc(SearchTreeNode,SearchTreeNode,int,int,int,Graphics2D)
 899   22   4    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.drawTree(SearchTreeNode,Graphics2D)
 900   10   1    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.drawBackground(Graphics2D)
 901   15   5    1 com.becker.game.twoplayer.common.ui.GameTreeViewer.paintComponent(Graphics)
 902    3   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.TwoPlayerBoardViewer()
 903    1   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.createController()
 904    2   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.get2PlayerController()
 905    2   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.setProgressBar(JProgressBar)
 906    5   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.runOptimization()
 907    7   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.reset()
 908   12   4    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.startNewGame()
 909    8   2    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.manMoves(TwoPlayerMove)
 910    6   3    0 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.showComputerVsComputerGame()
 911   11   3    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.doComputerMove(boolean)
 912    8   2    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.step()
 913    4   2    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.continueProcessing()
 914    9   2    0 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.TimerListener.actionPerformed(ActionEvent)
 915   13   4    0 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.Runnable.run()
 916   16   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.computerMoved(Move)
 917    8   2    0 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.drawLastMoveMarker(Graphics2D)
 918    6   3    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.gameChanged(GameChangedEvent)
 919   17   5    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.continuePlay(TwoPlayerMove)
 920    5   4    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.warnOnSpecialMoves(TwoPlayerMove)
 921   12   5    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.undoLastManMove()
 922   11   6    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.redoLastManMove()
 923   16   2    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.getGameOverMessage()
 924   10   5    1 com.becker.game.twoplayer.common.ui.TwoPlayerBoardViewer.getBoard()
 925    2   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerInfoPanel.TwoPlayerInfoPanel(GameController)
 926    2   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerInfoPanel.getController()
 927   20   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerInfoPanel.createGeneralInfoPanel()
 928   12   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerInfoPanel.setPlayerLabel()
 929    7   4    1 com.becker.game.twoplayer.common.ui.TwoPlayerInfoPanel.gameChanged(GameChangedEvent)
 930    5   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.TwoPlayerNewGameDialog(JFrame,GameBoardViewer)
 931    2   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.get2PlayerController()
 932    6   2    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.buildMainOptionsPanel(JPanel)
 933   10   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.createOptimizationPanel()
 934   25   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.createPlayerPanel()
 935    2   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.getPlayer1Label()
 936    2   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.getPlayer2Label()
 937   22   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.createPlayerPanel(String,JRadioButton,JRadioButton,GradientButton)
 938    9   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.showEditWeightsDialog(ParameterArray)
 939   19   3    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.ok()
 940   62  17    0 com.becker.game.twoplayer.common.ui.TwoPlayerNewGameDialog.actionPerformed(ActionEvent)
 941    2   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.TwoPlayerOptionsDialog(JFrame,GameController)
 942    2   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.get2PlayerController()
 943   55   3    1 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.createControllerParamPanel()
 944   16   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.createDebugParamPanel()
 945   16   3    0 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.ok()
 946    5   2    1 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.actionPerformed(ActionEvent)
 947    5   2    1 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.calcTreeUpperBound(int,int)
 948    7   3    1 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.itemStateChanged(ItemEvent)
 949    3   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.UpperBoundKeyListener.UpperBoundKeyListener(JTextField,JLabel)
 950    5   2    0 com.becker.game.twoplayer.common.ui.TwoPlayerOptionsDialog.UpperBoundKeyListener.keyPressed(KeyEvent)
 951    2   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.TwoPlayerPanel()
 952    2   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.get2PlayerController()
 953    5   2    1 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.initGui()
 954    7   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.createBottomDecorationPanel()
 955   10   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.createProgressBar()
 956    2   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.createOptionsDialog(JFrame,GameController)
 957    4   1    1 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.createGameTreeDialog()
 958    5   1    0 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.showGameTreeDialog()
 959   33   9    1 com.becker.game.twoplayer.common.ui.TwoPlayerPanel.actionPerformed(ActionEvent)
 960    2   1    1 com.becker.game.twoplayer.go.EyeType.EyeType(int,String)
 961    2   1    1 com.becker.game.twoplayer.go.EyeType.EyeType(int,String,String)
 962    2   1    0 com.becker.game.twoplayer.go.EyeType.getEnumeratedType()
 963    2   1    1 com.becker.game.twoplayer.go.EyeType.get(String,boolean)
 964    4   1    1 com.becker.game.twoplayer.go.GoArmy.GoArmy(GoGroup)
 965    6   1    1 com.becker.game.twoplayer.go.GoArmy.addMember(GoGroup,GoBoard)
 966    2   1    1 com.becker.game.twoplayer.go.GoArmy.getNumLiberties(GoBoard)
 967   11   6    1 com.becker.game.twoplayer.go.GoArmy.merge(GoArmy,boolean,GoBoard)
 968    3   1    1 com.becker.game.twoplayer.go.GoArmy.remove(GoGroup)
 969    7   2    0 com.becker.game.twoplayer.go.GoArmy.toString()
 970    5   1    1 com.becker.game.twoplayer.go.GoBoard.GoBoard(int,int,int)
 971    9   3    1 com.becker.game.twoplayer.go.GoBoard.reset()
 972   17   5    1 com.becker.game.twoplayer.go.GoBoard.clone()
 973   15   5    1 com.becker.game.twoplayer.go.GoBoard.setSize(int,int)
 974    9   2    1 com.becker.game.twoplayer.go.GoBoard.setHandicap(int)
 975    2   1    1 com.becker.game.twoplayer.go.GoBoard.getHandicap()
 976   17   2    1 com.becker.game.twoplayer.go.GoBoard.initStarPoints()
 977    2   1    0 com.becker.game.twoplayer.go.GoBoard.getStarPointPositions()
 978   15   3    1 com.becker.game.twoplayer.go.GoBoard.initCandidateMoves()
 979    6   4    1 com.becker.game.twoplayer.go.GoBoard.determineCandidateMoves()
 980   11   4    1 com.becker.game.twoplayer.go.GoBoard.addCandidateMoves(BoardPosition)
 981    5   3    1 com.becker.game.twoplayer.go.GoBoard.isCandidateMove(int,int)
 982    2   1    1 com.becker.game.twoplayer.go.GoBoard.getMaxNumMoves()
 983    2   1    1 com.becker.game.twoplayer.go.GoBoard.getGroups()
 984    4   1    1 com.becker.game.twoplayer.go.GoBoard.initializeGobalProfilingStats()
 985    2   1    1 com.becker.game.twoplayer.go.GoBoard.showProfileStats(long)
 986   25   7    1 com.becker.game.twoplayer.go.GoBoard.makeMove(Move)
 987   17   4    1 com.becker.game.twoplayer.go.GoBoard.undoMove(Move)
 988   17   4    1 com.becker.game.twoplayer.go.GoBoard.findCaptures(GoBoardPosition)
 989   18   6    1 com.becker.game.twoplayer.go.GoBoard.removeCaptures(CaptureList)
 990   33   8    1 com.becker.game.twoplayer.go.GoBoard.restoreCaptures(CaptureList)
 991   20   5    1 com.becker.game.twoplayer.go.GoBoard.updateStringsAfterMoving(GoBoardPosition)
 992   36   6    1 com.becker.game.twoplayer.go.GoBoard.updateGroupsAfterMoving(GoBoardPosition,int)
 993    2   1    0 com.becker.game.twoplayer.go.GoBoard.getTerritoryDelta()
 994   26   5    1 com.becker.game.twoplayer.go.GoBoard.updateTerritory(GoBoardPosition,int)
 995   30   9    1 com.becker.game.twoplayer.go.GoBoard.updateEmptyRegions(int)
 996    8   2    1 com.becker.game.twoplayer.go.GoBoard.findOccupiedNeighbors(List)
 997    2   1    1 com.becker.game.twoplayer.go.GoBoard.findStringFromInitialPosition(GoBoardPosition)
 998    2   1    1 com.becker.game.twoplayer.go.GoBoard.findStringFromInitialPosition(GoBoardPosition,boolean)
 999   17   4    1 com.becker.game.twoplayer.go.GoBoard.findStringFromInitialPosition(GoBoardPosition,boolean,boolean,NeighborType,int,int,int,int)
1000   10   3    1 com.becker.game.twoplayer.go.GoBoard.calcAverageScore(Set)
1001   11   5    1 com.becker.game.twoplayer.go.GoBoard.getTerritoryEstimate(boolean)
1002    2   1    1 com.becker.game.twoplayer.go.GoBoard.getNobiNeighbors(GoBoardPosition,NeighborType)
1003   13   5    1 com.becker.game.twoplayer.go.GoBoard.getNobiNeighbors(GoBoardPosition,boolean,NeighborType)
1004   12   5    0 com.becker.game.twoplayer.go.GoBoard.printNobiNeighborsOf(GoBoardPosition)
1005   13   3    1 com.becker.game.twoplayer.go.GoBoard.getNeighborGroups(GoBoardPosition,boolean)
1006    8   1    1 com.becker.game.twoplayer.go.GoBoard.getGroupNeighbors(GoBoardPosition,boolean,boolean)
1007    3   1    0 com.becker.game.twoplayer.go.GoBoard.getGroupNeighbors(GoBoardPosition,boolean)
1008   17   5    1 com.becker.game.twoplayer.go.GoBoard.checkForDiagonalCut(GoBoardPosition,int,int)
1009   25   8    1 com.becker.game.twoplayer.go.GoBoard.checkForIkkenTobiCut(GoBoardPosition,int,int)
1010   22  10    1 com.becker.game.twoplayer.go.GoBoard.checkForKogeimaCuts(GoBoardPosition)
1011   22   8    1 com.becker.game.twoplayer.go.GoBoard.makeCut(GoBoardPosition,GoBoardPosition,GoBoardPosition)
1012   30   9    1 com.becker.game.twoplayer.go.GoBoard.updateStringsAfterRemoving(GoBoardPosition,GoString)
1013   70  21    1 com.becker.game.twoplayer.go.GoBoard.updateGroupsAfterRemoving(GoBoardPosition,GoString)
1014   28   9    1 com.becker.game.twoplayer.go.GoBoard.updateAfterRemovingCaptures(GoBoardPosition)
1015   34  11    1 com.becker.game.twoplayer.go.GoBoard.updateAfterRestoringCaptures(CaptureList)
1016   13   5    1 com.becker.game.twoplayer.go.GoBoard.pushStringNeighbors(GoBoardPosition,boolean,List,boolean,NeighborType,int,int,int,int)
1017    2   1    0 com.becker.game.twoplayer.go.GoBoard.pushStringNeighbors(GoBoardPosition,boolean,List,boolean)
1018   13   5    1 com.becker.game.twoplayer.go.GoBoard.pushEnemyDiagonalNeighbors(GoBoardPosition,boolean,List)
1019   37  17    1 com.becker.game.twoplayer.go.GoBoard.pushPureGroupNeighbors(GoBoardPosition,boolean,List)
1020    2   1    1 com.becker.game.twoplayer.go.GoBoard.pushGroupNeighbors(GoBoardPosition,boolean,List)
1021    6   2    1 com.becker.game.twoplayer.go.GoBoard.pushGroupNeighbors(GoBoardPosition,boolean,List,boolean)
1022    2   1    1 com.becker.game.twoplayer.go.GoBoard.findGroupFromInitialPosition(GoBoardPosition)
1023   16   4    1 com.becker.game.twoplayer.go.GoBoard.findGroupFromInitialPosition(GoBoardPosition,boolean)
1024   21  10    1 com.becker.game.twoplayer.go.GoBoard.checkNeighbor(int,int,int,int,boolean,List,boolean,NeighborType)
1025    6   3    1 com.becker.game.twoplayer.go.GoBoard.checkNeighbor(int,int,int,int,boolean,List,boolean,NeighborType,int,int,int,int)
1026   10   6    1 com.becker.game.twoplayer.go.GoBoard.checkDiagonalNeighbor(int,int,int,int,boolean,boolean,List)
1027   14   5    0 com.becker.game.twoplayer.go.GoBoard.checkOneSpaceNeighbor(int,int,int,int,boolean,List)
1028   16   7    0 com.becker.game.twoplayer.go.GoBoard.checkKogeimaNeighbor(int,int,int,int,boolean,List)
1029    8   4    1 com.becker.game.twoplayer.go.GoBoard.groupAlreadyExists(List)
1030   10   5    1 com.becker.game.twoplayer.go.GoBoard.isSuicidal(GoMove)
1031   13   6    1 com.becker.game.twoplayer.go.GoBoard.causedAtari(GoMove)
1032    8   2    1 com.becker.game.twoplayer.go.GoBoard.clear(GoBoardPosition)
1033   13   5    1 com.becker.game.twoplayer.go.GoBoard.getNumLiberties(GoBoardPosition)
1034    7   3    1 com.becker.game.twoplayer.go.GoBoard.cleanupGroups()
1035   12   3    1 com.becker.game.twoplayer.go.GoBoard.getGroupsText()
1036    7   4    1 com.becker.game.twoplayer.go.GoBoard.clearEyes()
1037    3   1    1 com.becker.game.twoplayer.go.GoBoard.formsBadShape(GoStone,int,int)
1038   13   5    1 com.becker.game.twoplayer.go.GoBoard.checkForBadShape(GoStone,int,int,int)
1039    4   3    0 com.becker.game.twoplayer.go.GoBoard.getBadShapeAux(BoardPosition,boolean)
1040    5   2    1 com.becker.game.twoplayer.go.GoBoard.debugPrintGroups(int)
1041    8   3    0 com.becker.game.twoplayer.go.GoBoard.confirmNoEmptyStrings()
1042    5   2    1 com.becker.game.twoplayer.go.GoBoard.confirmGroupsHaveValidStrings()
1043    6   4    1 com.becker.game.twoplayer.go.GoBoard.confirmStonesInValidGroups()
1044   13   3    1 com.becker.game.twoplayer.go.GoBoard.confirmStoneInValidGroup(GoBoardPosition)
1045    4   2    1 com.becker.game.twoplayer.go.GoBoard.confirmAllUnvisited()
1046    7   5    1 com.becker.game.twoplayer.go.GoBoard.areAllUnvisited()
1047    8   4    0 com.becker.game.twoplayer.go.GoBoard.getVisitedSpaces()
1048   20   8    1 com.becker.game.twoplayer.go.GoBoard.confirmStonesInOneGroup(GoGroup)
1049    6   1    1 com.becker.game.twoplayer.go.GoBoardPosition.GoBoardPosition(int,int,GoString,GoStone)
1050    3   1    1 com.becker.game.twoplayer.go.GoBoardPosition.copy()
1051    5   1    1 com.becker.game.twoplayer.go.GoBoardPosition.copy(GoBoardPosition)
1052    2   1    1 com.becker.game.twoplayer.go.GoBoardPosition.setString(GoString)
1053    2   1    1 com.becker.game.twoplayer.go.GoBoardPosition.getString()
1054    5   3    1 com.becker.game.twoplayer.go.GoBoardPosition.getGroup()
1055    2   1    1 com.becker.game.twoplayer.go.GoBoardPosition.setEye(GoEye)
1056    2   1    1 com.becker.game.twoplayer.go.GoBoardPosition.getEye()
1057    2   1    0 com.becker.game.twoplayer.go.GoBoardPosition.setVisited(boolean)
1058    2   1    0 com.becker.game.twoplayer.go.GoBoardPosition.isVisited()
1059    3   1    0 com.becker.game.twoplayer.go.GoBoardPosition.clone()
1060    2   1    1 com.becker.game.twoplayer.go.GoBoardPosition.isInEye()
1061    2   1    1 com.becker.game.twoplayer.go.GoBoardPosition.toString()
1062   23   8    1 com.becker.game.twoplayer.go.GoBoardUtil.getNobiNeighbor(GoBoardPosition,boolean,HashSet,NeighborType)
1063    4   2    1 com.becker.game.twoplayer.go.GoBoardUtil.unvisitPositionsInLists(List)
1064    5   2    1 com.becker.game.twoplayer.go.GoBoardUtil.unvisitPositionsInList(List)
1065    6   3    0 com.becker.game.twoplayer.go.GoBoardUtil.confirmNoDupes(GoBoardPosition,List)
1066    5   2    0 com.becker.game.twoplayer.go.GoBoardUtil.confirmUnvisited(List)
1067    3   1    0 com.becker.game.twoplayer.go.GoController.GoController()
1068    3   1    1 com.becker.game.twoplayer.go.GoController.GoController(int,int,int)
1069    2   1    0 com.becker.game.twoplayer.go.GoController.getDefaultLookAhead()
1070    2   1    0 com.becker.game.twoplayer.go.GoController.getDefaultBestPercentage()
1071    4   1    1 com.becker.game.twoplayer.go.GoController.initializeData()
1072   15   5    1 com.becker.game.twoplayer.go.GoController.initializePositionalScoreArray()
1073    3   1    1 com.becker.game.twoplayer.go.GoController.setHandicap(int)
1074    2   1    0 com.becker.game.twoplayer.go.GoController.getPlayer1Name()
1075    2   1    0 com.becker.game.twoplayer.go.GoController.getPlayer2Name()
1076    3   1    1 com.becker.game.twoplayer.go.GoController.doesComputerMoveFirst()
1077    2   1    1 com.becker.game.twoplayer.go.GoController.getStrengthOfWin()
1078   15   7    1 com.becker.game.twoplayer.go.GoController.getNumCaptures(boolean)
1079   10   5    1 com.becker.game.twoplayer.go.GoController.getTerritoryEstimate(boolean)
1080    7   2    0 com.becker.game.twoplayer.go.GoController.reset()
1081    7   1    0 com.becker.game.twoplayer.go.GoController.computerMovesFirst()
1082    2   1    0 com.becker.game.twoplayer.go.GoController.initializeGobalProfilingStats()
1083    3   1    0 com.becker.game.twoplayer.go.GoController.showProfileStats(long,int)
1084   31   5    1 com.becker.game.twoplayer.go.GoController.saveToFile(String,AssertionError)
1085   38  11    1 com.becker.game.twoplayer.go.GoController.worth(Move,ParameterArray)
1086   28   7    1 com.becker.game.twoplayer.go.GoController.generateMoves(TwoPlayerMove,ParameterArray,boolean)
1087   10   3    1 com.becker.game.twoplayer.go.GoController.generateUrgentMoves(TwoPlayerMove,ParameterArray,boolean)
1088    3   1    1 com.becker.game.twoplayer.go.GoController.inJeopardy(TwoPlayerMove,ParameterArray,boolean)
1089   13   8    1 com.becker.game.twoplayer.go.GoController.isTakeBack(int,int,GoMove,GoBoard)
1090   22   8    1 com.becker.game.twoplayer.go.GoController.done(TwoPlayerMove,boolean)
1091    5   3    1 com.becker.game.twoplayer.go.GoController.getScore(boolean)
1092   15   6    1 com.becker.game.twoplayer.go.GoController.updateLifeAndDeath()
1093    5   1    1 com.becker.game.twoplayer.go.GoEye.GoEye(List,GoBoard,GoGroup)
1094    2   1    0 com.becker.game.twoplayer.go.GoEye.getEyeType()
1095    4   3    0 com.becker.game.twoplayer.go.GoEye.getEyeTypeName()
1096    6   2    1 com.becker.game.twoplayer.go.GoEye.addMember(GoBoardPosition)
1097   28  13    1 com.becker.game.twoplayer.go.GoEye.determineEyeType(List,GoBoard)
1098    8   3    1 com.becker.game.twoplayer.go.GoEye.getNumEyeNobiNeighbors(GoBoardPosition,List)
1099   20  10    1 com.becker.game.twoplayer.go.GoEye.isFalseEye(GoBoardPosition,GoBoard)
1100    8   2    1 com.becker.game.twoplayer.go.GoEye.isEnemy(GoBoardPosition,GoBoard)
1101    7   2    1 com.becker.game.twoplayer.go.GoEye.clear()
1102    2   1    0 com.becker.game.twoplayer.go.GoEye.getPrintPrefix()
1103    5   1    1 com.becker.game.twoplayer.go.GoGroup.GoGroup(GoString)
1104   13   3    1 com.becker.game.twoplayer.go.GoGroup.GoGroup(List)
1105    3   1    1 com.becker.game.twoplayer.go.GoGroup.commonInit()
1106    2   1    1 com.becker.game.twoplayer.go.GoGroup.setArmy(GoArmy)
1107    2   1    1 com.becker.game.twoplayer.go.GoGroup.getArmy()
1108   11   4    1 com.becker.game.twoplayer.go.GoGroup.addMember(GoString,GoBoard)
1109    7   2    1 com.becker.game.twoplayer.go.GoGroup.getNumLiberties(GoBoard)
1110   13   5    1 com.becker.game.twoplayer.go.GoGroup.getNumStones()
1111   11   4    1 com.becker.game.twoplayer.go.GoGroup.merge(GoGroup,GoBoard)
1112   11   3    1 com.becker.game.twoplayer.go.GoGroup.remove(List)
1113    4   1    1 com.becker.game.twoplayer.go.GoGroup.remove(GoString)
1114   35   9    1 com.becker.game.twoplayer.go.GoGroup.remove(GoBoardPosition,GoBoard)
1115    7   2    1 com.becker.game.twoplayer.go.GoGroup.getStones()
1116   46  19    1 com.becker.game.twoplayer.go.GoGroup.updateEyes(GoBoard)
1117   14   6    1 com.becker.game.twoplayer.go.GoGroup.excludeSeed(GoBoardPosition,boolean,GoBoard,List,int,int,int,int)
1118   10   6    1 com.becker.game.twoplayer.go.GoGroup.confirmEye(List,GoBoard)
1119    2   1    1 com.becker.game.twoplayer.go.GoGroup.getEyes()
1120    9   4    1 com.becker.game.twoplayer.go.GoGroup.clearEyes()
1121    2   1    0 com.becker.game.twoplayer.go.GoGroup.getAbsoluteHealth()
1122   93  27    1 com.becker.game.twoplayer.go.GoGroup.calculateAbsoluteHealth(GoBoard,Profiler)
1123   41  11    1 com.becker.game.twoplayer.go.GoGroup.calculateRelativeHealth(GoBoard,GoBoardPosition,Profiler)
1124    2   1    0 com.becker.game.twoplayer.go.GoGroup.getRelativeHealth()
